split,budget,contrast,metric,policy,control,delta_policy_minus_control,ci_low,median,ci_high
grouped_example_5fold,0.1,gradient_plus_rho_learned_vs_gradient_only_learned,safe_movement_rate,0.15307555327359484,0.14908788517546356,0.003987668098131281,-0.0207783545569447,0.005265713495513927,0.03445035803527794
grouped_example_5fold,0.1,gradient_plus_rho_learned_vs_gradient_only_learned,movement_per_drift,16.59914789822726,15.103167802998787,1.4959800952284716,-1.6008538502527443,1.1971243232132753,3.604596702155378
grouped_example_5fold,0.1,gradient_plus_rho_learned_vs_gradient_only_learned,regret_vs_oracle,0.8469244467264051,0.8509121148245364,-0.003987668098131336,-0.034215831856560866,-0.004623493696238781,0.02549004515047055
grouped_example_5fold,0.1,gradient_plus_rho_learned_vs_gradient_only_learned,topk_preservation,0.8963610003603403,0.8994097405957897,-0.003048740235449432,-0.028307451144722523,-0.005399268950076863,0.02055141396074546
grouped_example_5fold,0.1,rho_only_vs_within_example_shuffled_rho,safe_movement_rate,0.1610792975519568,0.13944677588642823,0.021632521665528565,-0.0024227534661197345,0.02070705034705679,0.0483877699391459
grouped_example_5fold,0.1,rho_only_vs_within_example_shuffled_rho,movement_per_drift,17.092822010824072,17.95669460151509,-0.8638725906910167,-13.328525324815267,-3.0243132566514888,6.030900468032163
grouped_example_5fold,0.1,rho_only_vs_within_example_shuffled_rho,regret_vs_oracle,0.8389207024480431,0.8605532241135718,-0.02163252166552876,-0.047774037911438264,-0.020996841268918473,0.0012991410168841206
grouped_example_5fold,0.1,rho_only_vs_within_example_shuffled_rho,topk_preservation,0.922418319487304,0.9358119792458004,-0.013393659758496379,-0.03417229777723066,-0.013164505132453541,0.004681358929435368
grouped_example_5fold,0.1,rho_only_vs_shuffled_rho,safe_movement_rate,0.1610792975519568,0.10897346114641746,0.05210583640553934,0.023957420687996778,0.05047321674971091,0.07955684701285232
grouped_example_5fold,0.1,rho_only_vs_shuffled_rho,movement_per_drift,17.092822010824072,23.835105996179376,-6.742283985355304,-17.797872405831278,-13.977438202224233,0.5873542236934229
grouped_example_5fold,0.1,rho_only_vs_shuffled_rho,regret_vs_oracle,0.8389207024480431,0.8910265388535825,-0.05210583640553945,-0.07578913323207383,-0.050843832908285244,-0.023793241794398987
