split,budget,policy,folds,mean_test_n,mean_selected_n,safe_movement_rate,safe_varentropy_movement_rate,mean_abs_delta_entropy,mean_abs_delta_varentropy,mean_output_drift,movement_per_drift,top1_preserved_rate,topk_preservation,failure_rate,regret_vs_oracle,minimal_energy_to_target
grouped_example_5fold,0.1,controls_only_learned,5,1458.0,146.2,0.1731725831736834,0.27389937601181963,0.06551222119130316,0.08992755130908714,0.004991983954505089,21.33226299784776,0.9959731543624161,0.8920556565556016,0.8268274168263166,0.8268274168263166,0.010778598602531931
grouped_example_5fold,0.1,controls_plus_rho_learned,5,1458.0,146.2,0.18606420575834154,0.2792555219664913,0.07523570880303868,0.10105471497731307,0.008608994951708367,18.382712851934023,0.9894157773132358,0.8820075723838514,0.8139357942416584,0.8139357942416584,0.010778598602531931
grouped_example_5fold,0.1,gradient_only_learned,5,1458.0,146.2,0.14908788517546356,0.26259540429416106,0.07654970146021087,0.10225747009528394,0.013383457021010079,15.103167802998787,0.9801608549435594,0.8994097405957897,0.8509121148245364,0.8509121148245364,0.010778598602531931
grouped_example_5fold,0.1,gradient_plus_rho_learned,5,1458.0,146.2,0.15307555327359484,0.24766131046249873,0.07004356012008588,0.09622099817896249,0.009500104560855939,16.59914789822726,0.9835436288181365,0.8963610003603403,0.8469244467264051,0.8469244467264051,0.010778598602531931
grouped_example_5fold,0.1,highest_entropy,5,1458.0,146.2,0.042360641766517,0.10099567999226929,0.02030700369853875,0.034421554135525806,0.0013397115237150608,15.151546480126507,0.8674201794016956,0.9621050738115322,0.957639358233483,0.957639358233483,0.010778598602531931
grouped_example_5fold,0.1,highest_fisher_output_energy,5,1458.0,146.2,0.12728613749628162,0.14713849696796116,0.0400256689283353,0.04599502642062219,0.0014363643869975966,27.858410316265747,0.9782396419650243,0.9798462994689203,0.8727138625037183,0.8727138625037183,0.011137773075599846
grouped_example_5fold,0.1,highest_gradient_norm,5,1458.0,146.2,0.14908788517546356,0.26259540429416106,0.07654970146021087,0.10225747009528394,0.013383457021010079,15.103167802998787,0.9801608549435594,0.8994097405957897,0.8509121148245364,0.8509121148245364,0.010778598602531931
grouped_example_5fold,0.1,highest_jacobian_norm,5,1458.0,146.2,0.11464163029791812,0.14545095210734996,0.03892837002020522,0.04998606446494229,0.0016498376453645206,23.48612412438409,0.9653350378182592,0.9497070125467089,0.8853583697020818,0.8853583697020818,0.010778598602531931
grouped_example_5fold,0.1,highest_varentropy,5,1458.0,146.2,0.17360871708984812,0.1361702994665917,0.05281749047235196,0.04264929554960508,0.0014822959874496394,35.81267428879319,1.0,0.9181137906685273,0.826391282910152,0.826391282910152,0.010778598602531931
grouped_example_5fold,0.1,lowest_confidence,5,1458.0,146.2,0.01867685864825264,0.06693584488721468,0.015777402183115706,0.026450918712817722,0.0013501814853704402,11.699258837364097,0.8238495163349382,0.9645640902049749,0.9813231413517475,0.9813231413517475,0.010778598602531931
grouped_example_5fold,0.1,oracle,5,1458.0,146.2,1.0,0.6855654925629621,0.017933306112013568,0.02123230354084595,9.145888060180265e-05,196.83138233439917,1.0,1.0,0.0,0.0,0.0007716915965051075
