split,budget,contrast,metric,policy,control,delta_policy_minus_control
leave_one_model_out,0.2,rho_only_vs_highest_fisher_output_energy,safe_movement_rate,0.16529492455418382,0.13237311385459535,0.032921810699588466
leave_one_model_out,0.2,rho_only_vs_highest_fisher_output_energy,movement_per_drift,21.297093984842093,20.194701918872273,1.1023920659698199
leave_one_model_out,0.2,rho_only_vs_highest_fisher_output_energy,regret_vs_oracle,0.4293552812071331,0.46227709190672156,-0.03292181069958844
leave_one_model_out,0.2,rho_only_vs_highest_fisher_output_energy,topk_preservation,0.9387517146776405,0.9553497942386832,-0.016598079561042645
leave_one_model_out,0.3,controls_plus_rho_learned_vs_controls_only_learned,safe_movement_rate,0.17969821673525377,0.15912208504801098,0.020576131687242788
leave_one_model_out,0.3,controls_plus_rho_learned_vs_controls_only_learned,movement_per_drift,21.772964354671256,19.218867327480346,2.5540970271909096
leave_one_model_out,0.3,controls_plus_rho_learned_vs_controls_only_learned,regret_vs_oracle,0.21673525377229078,0.2373113854595336,-0.020576131687242816
leave_one_model_out,0.3,controls_plus_rho_learned_vs_controls_only_learned,topk_preservation,0.9199817101051669,0.9087334247828075,0.011248285322359441
leave_one_model_out,0.3,gradient_plus_rho_learned_vs_gradient_only_learned,safe_movement_rate,0.1646090534979424,0.14723365340649291,0.017375400091449472
leave_one_model_out,0.3,gradient_plus_rho_learned_vs_gradient_only_learned,movement_per_drift,21.174988366026884,18.48709603134328,2.6878923346836032
leave_one_model_out,0.3,gradient_plus_rho_learned_vs_gradient_only_learned,regret_vs_oracle,0.2318244170096022,0.24919981710105166,-0.017375400091449444
leave_one_model_out,0.3,gradient_plus_rho_learned_vs_gradient_only_learned,topk_preservation,0.94453589391861,0.9302697759487882,0.014266117969821801
leave_one_model_out,0.3,rho_only_vs_within_example_shuffled_rho,safe_movement_rate,0.16369455875628713,0.12848651120256058,0.03520804755372656
