group_id,policy,model,model_type,task,budget_mode,eps,layer,route_family,subspace_dim,rho,projected_gradient_norm,jacobian_norm,uncertainty_movement,varentropy_movement,drift,top1_preserved,topk_jaccard,safe_movement
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.05,low_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.05,6,delta_pca,1,0.007059241549303413,148.73107903648267,20.17763001405088,0.011338203318912665,0.02325712466448593,0.0003090733444578999,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.05,high_gradient_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.05,12,state_pca,4,0.9952489165442605,151.1415635845453,17.035561829344903,0.032091308308909106,0.009333509298566467,0.00020388375372172867,1.0,1.0,1.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.05,high_jacobian_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.05,6,state_pca,4,0.984780677618524,148.73107903648267,20.17763001405088,0.03362891273641089,0.08989113095285184,0.0003657839646411627,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.05,high_fisher_energy_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.05,6,state_pca,4,0.984780677618524,148.73107903648267,20.17763001405088,0.03362891273641089,0.08989113095285184,0.0003657839646411627,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.05,deterministic_random_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.05,6,state_pca,4,0.984780677618524,148.73107903648267,20.17763001405088,0.03362891273641089,0.08989113095285184,0.0003657839646411627,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.1,high_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.1,12,state_pca,4,0.9952489165442605,151.1415635845453,17.035561829344903,0.05265617447750909,0.009785434499726131,0.0006250429517427463,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.1,low_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.1,6,delta_pca,1,0.007059241549303413,148.73107903648267,20.17763001405088,0.03607430446406257,0.03310181208146812,0.0013153103252001052,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.1,high_gradient_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.1,12,state_pca,4,0.9952489165442605,151.1415635845453,17.035561829344903,0.05265617447750909,0.009785434499726131,0.0006250429517427463,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.1,high_jacobian_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.1,6,state_pca,4,0.984780677618524,148.73107903648267,20.17763001405088,0.07848277494479061,0.18435191283737673,0.0016784063367733986,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.1,high_fisher_energy_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.1,6,state_pca,4,0.984780677618524,148.73107903648267,20.17763001405088,0.07848277494479061,0.18435191283737673,0.0016784063367733986,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.1,deterministic_random_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.1,12,delta_pca,4,0.9621857361292644,151.1415635845453,17.035561829344903,0.09652327266768512,0.026359301944354763,0.002079140988997747,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.2,high_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.2,12,state_pca,4,0.9952489165442605,151.1415635845453,17.035561829344903,0.062156357415468266,0.022924553605593978,0.0014254361733729974,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.2,low_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.2,6,delta_pca,1,0.007059241549303413,148.73107903648267,20.17763001405088,0.11566184494572118,0.03237931528378635,0.006012404922569487,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.2,high_gradient_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.2,12,state_pca,4,0.9952489165442605,151.1415635845453,17.035561829344903,0.062156357415468266,0.022924553605593978,0.0014254361733729974,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.2,high_jacobian_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.2,6,state_pca,4,0.984780677618524,148.73107903648267,20.17763001405088,0.2036313057932333,0.3565270338141655,0.008661066630504683,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.2,high_fisher_energy_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.2,6,state_pca,4,0.984780677618524,148.73107903648267,20.17763001405088,0.2036313057932333,0.3565270338141655,0.008661066630504683,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.2,deterministic_random_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.2,12,delta_pca,2,0.9102856214345604,151.1415635845453,17.035561829344903,0.19993201211923872,0.03360909268556678,0.007959908635983837,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.01,high_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.01,6,state_pca,4,0.9897129061105456,130.14704575575772,22.11311693557122,0.0004894181800287889,0.00024467179897125213,1.116720693168576e-06,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::1::masked_factual_cloze::same_epsilon::0.01,low_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_epsilon,0.01,6,random,1,1.0034223917372961e-05,130.14704575575772,22.11311693557122,0.0004884487074297006,0.0020870586121997103,1.0102828210241605e-06,1.0,1.0,0.0
